factor,month_date,variable,vif,n_obs,status,reason
FAC_rank_vol_m3_n6_pairwise1,2005-04-29,FAC_rank_vol_m3_n6_pairwise1,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-04-29,CtrlRetSTR,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-04-29,CtrlRetLTM,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-04-29,CtrlVol,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-04-29,as_偏股混合型基金,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-04-29,Ctrl_log_fund_size,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-04-29,Ctrl_fund_age,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-05-31,FAC_rank_vol_m3_n6_pairwise1,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-05-31,CtrlRetSTR,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-05-31,CtrlRetLTM,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-05-31,CtrlVol,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-05-31,as_偏股混合型基金,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-05-31,Ctrl_log_fund_size,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-05-31,Ctrl_fund_age,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-06-30,FAC_rank_vol_m3_n6_pairwise1,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-06-30,CtrlRetSTR,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-06-30,CtrlRetLTM,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-06-30,CtrlVol,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-06-30,as_偏股混合型基金,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-06-30,Ctrl_log_fund_size,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-06-30,Ctrl_fund_age,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-07-29,FAC_rank_vol_m3_n6_pairwise1,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-07-29,CtrlRetSTR,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-07-29,CtrlRetLTM,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-07-29,CtrlVol,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-07-29,as_偏股混合型基金,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-07-29,Ctrl_log_fund_size,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-07-29,Ctrl_fund_age,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-08-31,FAC_rank_vol_m3_n6_pairwise1,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-08-31,CtrlRetSTR,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-08-31,CtrlRetLTM,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-08-31,CtrlVol,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-08-31,as_偏股混合型基金,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-08-31,Ctrl_log_fund_size,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-08-31,Ctrl_fund_age,,0,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-09-30,FAC_rank_vol_m3_n6_pairwise1,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-09-30,CtrlRetSTR,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-09-30,CtrlRetLTM,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-09-30,CtrlVol,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-09-30,as_偏股混合型基金,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-09-30,Ctrl_log_fund_size,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-09-30,Ctrl_fund_age,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-10-31,FAC_rank_vol_m3_n6_pairwise1,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-10-31,CtrlRetSTR,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-10-31,CtrlRetLTM,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-10-31,CtrlVol,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-10-31,as_偏股混合型基金,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-10-31,Ctrl_log_fund_size,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-10-31,Ctrl_fund_age,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-11-30,FAC_rank_vol_m3_n6_pairwise1,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-11-30,CtrlRetSTR,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-11-30,CtrlRetLTM,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-11-30,CtrlVol,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-11-30,as_偏股混合型基金,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-11-30,Ctrl_log_fund_size,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-11-30,Ctrl_fund_age,,1,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-12-30,FAC_rank_vol_m3_n6_pairwise1,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-12-30,CtrlRetSTR,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-12-30,CtrlRetLTM,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-12-30,CtrlVol,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-12-30,as_偏股混合型基金,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-12-30,Ctrl_log_fund_size,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2005-12-30,Ctrl_fund_age,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-01-25,FAC_rank_vol_m3_n6_pairwise1,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-01-25,CtrlRetSTR,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-01-25,CtrlRetLTM,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-01-25,CtrlVol,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-01-25,as_偏股混合型基金,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-01-25,Ctrl_log_fund_size,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-01-25,Ctrl_fund_age,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-02-28,FAC_rank_vol_m3_n6_pairwise1,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-02-28,CtrlRetSTR,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-02-28,CtrlRetLTM,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-02-28,CtrlVol,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-02-28,as_偏股混合型基金,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-02-28,Ctrl_log_fund_size,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-02-28,Ctrl_fund_age,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-03-31,FAC_rank_vol_m3_n6_pairwise1,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-03-31,CtrlRetSTR,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-03-31,CtrlRetLTM,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-03-31,CtrlVol,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-03-31,as_偏股混合型基金,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-03-31,Ctrl_log_fund_size,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-03-31,Ctrl_fund_age,,2,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-04-28,FAC_rank_vol_m3_n6_pairwise1,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-04-28,CtrlRetSTR,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-04-28,CtrlRetLTM,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-04-28,CtrlVol,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-04-28,as_偏股混合型基金,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-04-28,Ctrl_log_fund_size,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-04-28,Ctrl_fund_age,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-05-31,FAC_rank_vol_m3_n6_pairwise1,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-05-31,CtrlRetSTR,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-05-31,CtrlRetLTM,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-05-31,CtrlVol,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-05-31,as_偏股混合型基金,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-05-31,Ctrl_log_fund_size,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-05-31,Ctrl_fund_age,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-06-30,FAC_rank_vol_m3_n6_pairwise1,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-06-30,CtrlRetSTR,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-06-30,CtrlRetLTM,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-06-30,CtrlVol,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-06-30,as_偏股混合型基金,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-06-30,Ctrl_log_fund_size,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-06-30,Ctrl_fund_age,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-07-31,FAC_rank_vol_m3_n6_pairwise1,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-07-31,CtrlRetSTR,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-07-31,CtrlRetLTM,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-07-31,CtrlVol,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-07-31,as_偏股混合型基金,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-07-31,Ctrl_log_fund_size,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-07-31,Ctrl_fund_age,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-08-31,FAC_rank_vol_m3_n6_pairwise1,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-08-31,CtrlRetSTR,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-08-31,CtrlRetLTM,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-08-31,CtrlVol,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-08-31,as_偏股混合型基金,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-08-31,Ctrl_log_fund_size,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-08-31,Ctrl_fund_age,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-09-29,FAC_rank_vol_m3_n6_pairwise1,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-09-29,CtrlRetSTR,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-09-29,CtrlRetLTM,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-09-29,CtrlVol,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-09-29,as_偏股混合型基金,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-09-29,Ctrl_log_fund_size,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-09-29,Ctrl_fund_age,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-10-31,FAC_rank_vol_m3_n6_pairwise1,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-10-31,CtrlRetSTR,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-10-31,CtrlRetLTM,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-10-31,CtrlVol,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-10-31,as_偏股混合型基金,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-10-31,Ctrl_log_fund_size,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-10-31,Ctrl_fund_age,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-11-30,FAC_rank_vol_m3_n6_pairwise1,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-11-30,CtrlRetSTR,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-11-30,CtrlRetLTM,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-11-30,CtrlVol,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-11-30,as_偏股混合型基金,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-11-30,Ctrl_log_fund_size,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-11-30,Ctrl_fund_age,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-12-29,FAC_rank_vol_m3_n6_pairwise1,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-12-29,CtrlRetSTR,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-12-29,CtrlRetLTM,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-12-29,CtrlVol,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-12-29,as_偏股混合型基金,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-12-29,Ctrl_log_fund_size,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2006-12-29,Ctrl_fund_age,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-01-31,FAC_rank_vol_m3_n6_pairwise1,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-01-31,CtrlRetSTR,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-01-31,CtrlRetLTM,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-01-31,CtrlVol,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-01-31,as_偏股混合型基金,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-01-31,Ctrl_log_fund_size,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-01-31,Ctrl_fund_age,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-02-28,FAC_rank_vol_m3_n6_pairwise1,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-02-28,CtrlRetSTR,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-02-28,CtrlRetLTM,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-02-28,CtrlVol,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-02-28,as_偏股混合型基金,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-02-28,Ctrl_log_fund_size,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-02-28,Ctrl_fund_age,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-03-30,FAC_rank_vol_m3_n6_pairwise1,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-03-30,CtrlRetSTR,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-03-30,CtrlRetLTM,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-03-30,CtrlVol,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-03-30,as_偏股混合型基金,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-03-30,Ctrl_log_fund_size,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-03-30,Ctrl_fund_age,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-04-30,FAC_rank_vol_m3_n6_pairwise1,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-04-30,CtrlRetSTR,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-04-30,CtrlRetLTM,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-04-30,CtrlVol,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-04-30,as_偏股混合型基金,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-04-30,Ctrl_log_fund_size,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-04-30,Ctrl_fund_age,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-05-31,FAC_rank_vol_m3_n6_pairwise1,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-05-31,CtrlRetSTR,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-05-31,CtrlRetLTM,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-05-31,CtrlVol,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-05-31,as_偏股混合型基金,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-05-31,Ctrl_log_fund_size,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-05-31,Ctrl_fund_age,,4,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-06-29,FAC_rank_vol_m3_n6_pairwise1,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-06-29,CtrlRetSTR,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-06-29,CtrlRetLTM,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-06-29,CtrlVol,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-06-29,as_偏股混合型基金,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-06-29,Ctrl_log_fund_size,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-06-29,Ctrl_fund_age,,3,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-07-31,FAC_rank_vol_m3_n6_pairwise1,,5,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-07-31,CtrlRetSTR,,5,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-07-31,CtrlRetLTM,,5,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-07-31,CtrlVol,,5,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-07-31,as_偏股混合型基金,,5,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-07-31,Ctrl_log_fund_size,,5,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-07-31,Ctrl_fund_age,,5,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-08-31,FAC_rank_vol_m3_n6_pairwise1,,7,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-08-31,CtrlRetSTR,,7,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-08-31,CtrlRetLTM,,7,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-08-31,CtrlVol,,7,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-08-31,as_偏股混合型基金,,7,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-08-31,Ctrl_log_fund_size,,7,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-08-31,Ctrl_fund_age,,7,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-09-28,FAC_rank_vol_m3_n6_pairwise1,,6,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-09-28,CtrlRetSTR,,6,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-09-28,CtrlRetLTM,,6,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-09-28,CtrlVol,,6,skipped,完整变量样本数小于 min_cross_section_n
FAC_rank_vol_m3_n6_pairwise1,2007-09-28,as_偏股混合型基金,,6,skipped,完整变量样本数小于 min_cross_section_n
